Well No,District,Tahsil / Taluk,Village,Latitude,Longitude,Date of collection,TDS,NO2+NO3,Ca,Mg,Na,K,Cl,SO4,CO3,HCO3,F,pH_GEN,EC_GEN,HAR_Total,SAR,RSC,Na%,WnQn(Ph),WnQn(Ca),WnQn(Mg),WnQn(F),WnQn(Ec),WnQn(Har),WnQn(TDS),WaterQualityIndex
LabKpm29,Kancheepuram,Sriperumbudur,Kanthur,"12°58'21""","79°56'27""",02-07-2019,508,2,40,47.385,89,2,124,29,0,335.5,0.05,7.5,980,295,2.254826,0,39.4311,3.896966667,0.706650027,5.231970549,3.450439596,1.082057853,0.325721497,0.201925225,14.89573141
HP11960,Kancheepuram,Sriperumbudur,Pondur,"12°55'45""","79°56'15""",02-07-2019,3188,18,400,136.08,584,0.1,1163,642,0,366,0.3,7.3,5660,1560,6.435696,0,44.90872,2.33818,7.066500267,15.02514619,20.70263758,6.249436173,1.72245944,1.267200033,54.37155968
11961,Kancheepuram,Sriperumbudur,Oragadam,"12°50'59""","79°56'43""",02-07-2019,785,4,52,41.31,150,51,227,82,0,329.4,0.73,7.5,1380,300,3.768767,0,47.19989,3.896966667,0.918645035,4.561205094,50.3764181,1.52371412,0.3312422,0.312030121,61.92022134
13016,Kancheepuram,Sriperumbudur,Padappai,"12°53'00""","80°01'35""",02-07-2019,1136,3,136,123.93,108,0.1,560,100,0,189.1,0.24,7.5,2170,850,1.612021,0,21.66323,3.896966667,2.402610091,13.68361528,16.56211006,2.395985247,0.938519567,0.451549322,40.33135623
HP11962,Kancheepuram,Sriperumbudur,Kundrathur,"12°59'30""","80°05'50""",02-07-2019,854,4,88,48.6,145,27,287,106,0,268.4,0.48,7.6,1540,420,3.079252,0,40.98597,4.67636,1.554630059,5.36612364,33.12422012,1.700376627,0.46373908,0.339456972,47.2249065
LabKpm10,Kancheepuram,Sriperumbudur,Padappai-2,"12°54'38""","80°01'29""",02-07-2019,865,14,128,71.685,81,0.1,376,60,0,170.8,0.05,7.5,1580,615,1.421504,0,22.28174,3.896966667,2.261280085,7.915032369,3.450439596,1.744542253,0.67904651,0.343829369,20.29113685
LAbKpm11,Kancheepuram,Sriperumbudur,Chembarabakkam,"13°00'29""","80°04'58""",02-07-2019,248,1,36,25.515,21,0.1,64,11,0.8252585,139.1432,0.23,7.8,480,195,0.6544569,0,18.98209,6.235146667,0.635985024,2.817214911,15.87202214,0.52998752,0.21530743,0.098577669,26.40424136
LabKpm27,Kancheepuram,Sriperumbudur,Sogandi,"12°56'29""","79°51'25""",02-07-2019,175,2,40,48.6,1,0.1,11,5,0.4687892,99.50615,0.1,7.7,240,300,0.02512299,0,0.7199866,5.455753333,0.706650027,5.36612364,6.900879192,0.26499376,0.3312422,0.069560855,19.09520301
MWS1,Kancheepuram,Sriperumbudur,Salamangalam,"12°53'08""","80°00'46""",02-07-2019,655,5,58,64.395,101,0.1,227,12,0,341.6,0.86,7.5,1260,410,2.170545,0,34.89694,3.896966667,1.024642539,7.110113823,59.34756105,1.39121724,0.452697673,0.260356343,73.48355533
LabKpm12,Kancheepuram,Kancheepuram,Ayyamichery,"12°52'00""","79°43'11""",03-07-2019,795,3,88,59.535,112,4,280,110,0,256.2,0.95,8.1,1430,465,2.260345,0,34.15237,8.573326667,1.554630059,6.573501459,65.55835232,1.578921153,0.51342541,0.316005027,84.6681621
LabKpm24,Kancheepuram,Sriperumbudur,Thandalam(waterplant),"13°00'53""","80°00'18""",03-07-2019,943,2,122,111.78,57,4,425,101,0,225.7,0.98,7.9,1790,765,0.8968092,0,13.87582,7.01454,2.155282581,12.34208437,67.62861608,1.976411793,0.84466761,0.374833636,92.33643607
LabKpm25,Kancheepuram,Sriperumbudur,Thandalamrajalakshmi Coll,"13°01'05""","80°01'15""",03-07-2019,506,2,58,49.815,58,4,110,56,0,323.3,1.46,8.2,960,350,1.349136,0,26.22835,9.35272,1.024642539,5.500276731,100.7528362,1.05997504,0.386449233,0.201130244,118.27803
LabKpm28,Kancheepuram,Sriperumbudur,Kunnam,"12°53'13""","79°52'30""",03-07-2019,1041,5,74,47.385,248,0.1,390,122,0,274.5,0.61,7.4,1840,380,5.536664,0,58.68412,3.117573333,1.307302549,5.231970549,42.09536307,2.031618827,0.419573453,0.413787715,54.6171895
LabKpm30,Kancheepuram,Sriperumbudur,Kovour(i)rishi Enterprise,"13°00'29""","80°06'51""",03-07-2019,496,1,40,48.6,81,0.1,206,30,1.037295,138.923,0.89,7.9,950,300,2.034962,0,37.00464,7.01454,0.706650027,5.36612364,61.41782481,1.048933633,0.3312422,0.197155338,76.08246964
LabKpm31,Kancheepuram,Sriperumbudur,Kovour(ii),"13°00'34""","80°07'15""",03-07-2019,795,4,30,43.74,205,15,213,5,0,530.7,1.06,7.9,1440,255,5.586004,3.602444,61.93624,7.01454,0.52998752,4.829511276,73.14931943,1.58996256,0.28155587,0.316005027,87.71088168
HP11938,Kancheepuram,Kancheepuram,Thenneri,"12°52'00""","79°51'40""",03-07-2019,558,2,76,63.18,21,18,177,26,0,335.5,0.42,8.2,1040,450,0.4308019,0,8.812349,9.35272,1.342635051,6.975960732,28.98369261,1.148306293,0.4968633,0.221799755,48.52197774
HP11958,Kancheepuram,Kancheepuram,Govindavadi,"12°56'30""","79°40'05""",03-07-2019,1044,0.05,106,80.19,183,2,390,115,0,335.5,0.7,8,1990,595,3.264868,0,40.00067,7.793933333,1.872622571,8.854104006,48.30615434,2.197239927,0.656963697,0.414980186,70.09599806
HP11963,Kancheepuram,Kancheepuram,Purisai,"12°59'10""","79°45'00""",03-07-2019,710,2,64,41.31,135,5,216,103,0,274.5,0.4,8.1,1260,330,3.234181,0,46.62937,8.573326667,1.130640043,4.561205094,27.60351677,1.39121724,0.36436642,0.282218326,43.90649056
LabKpm13,Kancheepuram,Kancheepuram,Govinthavadiagaram,"12°57'19""","79°40'31""",03-07-2019,455,2,18,17.01,133,1,35,30,10.099,339.7429,1.03,8.5,810,115,5.397044,3.607453,71.34478,11.6909,0.317992512,1.878143274,71.07905567,0.89435394,0.126976177,0.180858223,86.1682798
LabKpm14,Kancheepuram,Kancheepuram,Vaiyavoor,"12°50'34""","79°44'39""",03-07-2019,939,0.05,70,65.61,178,10,383,67,0,329.4,0.36,8,1690,445,3.671926,0,45.83953,7.793933333,1.236637547,7.244266914,24.84316509,1.865997727,0.491342597,0.373243673,43.84858688
13018,Kancheepuram,Kancheepuram,Chetiyarpet,"12°52'00""","79°45'20""",03-07-2019,1294,1,32,94.77,311,4,383,154,0,622.2,1.01,8.1,2300,470,6.241421,0.8033018,58.75136,8.573326667,0.565320021,10.4639411,69.69887984,2.539523533,0.518946113,0.514352836,92.8742901
HP11937,Kancheepuram,Kancheepuram,Walajabad,"12°47'00""","79°49'50""",04-07-2019,783,2,20,21.87,251,1,213,79,30,317.2,1.56,8.5,1370,140,9.231034,3.401585,79.45368,11.6909,0.353325013,2.414755638,107.6537154,1.512672713,0.154579693,0.31123514,124.0911836
LabKpm35,Kancheepuram,Kancheepuram,Marutham,"12°51'25""","79°48'15""",04-07-2019,521,11,12,19.44,146,2,71,24,30,335.5,1.2,8.5,860,110,6.05712,4.300746,73.84186,11.6909,0.211995008,2.146449456,82.8105503,0.949560973,0.121455473,0.207092603,98.13800381
LabKpm15,Kancheepuram,Kancheepuram,Babashahibpettai,"12°48'16""","79°46'56""",03-07-2019,1674,1,132,104.49,311,32,780,154,0,311.1,0.48,8,2950,760,4.909334,0,45.8072,7.793933333,2.331945088,11.53716583,33.12422012,3.257214967,0.839146907,0.665399264,59.54902551
13014A,Kancheepuram,Uthiramerur,Magaral,"12°43'00""","79°45'18""",02-07-2019,1135,4,30,72.9,274,15,340,142,60,366,0.78,8.5,1980,375,6.156273,0.503292,60.19997,11.6909,0.52998752,8.04918546,53.8268577,2.18619852,0.41405275,0.451151831,77.14833378
HP11957,Kancheepuram,Kancheepuram,Kilambi,"12°51'30""","79°39'20""",02-07-2019,699,1,40,58.32,128,1,209,89,36,268.4,0.45,8.4,1240,340,3.020564,0,44.94244,10.91150667,0.706650027,6.439348368,31.05395636,1.369134427,0.375407827,0.277845929,51.13384961
LabKpm16,Kancheepuram,Kancheepuram,Kancheepuram Kailasanatha,"12°50'33""","79°41'22""",02-07-2019,1294,1,56,65.61,324,11,369,226,0,475.8,0.65,8.2,2260,410,6.962865,0,62.44739,9.35272,0.989310037,7.244266914,44.85571475,2.495357907,0.452697673,0.514352836,65.90442011
LabKpm17,Kancheepuram,Kancheepuram,Kurivimalai,"12°47'24""","79°42'50""",02-07-2019,336,1,70,34.02,5,3,71,27,2.934696,196.9861,1.14,8.2,660,315,0.1226107,0,3.30177,9.35272,1.236637547,3.756286548,78.67002279,0.72873284,0.34780431,0.133556842,94.22576087
LabKpm32,Kancheepuram,Kancheepuram,Damal,"12°53'16""","79°35'35""",02-07-2019,335,1,30,54.675,11,5,60,18,4.600709,245.2995,0.59,8.3,660,300,0.2763334,0,7.246753,10.13211333,0.52998752,6.036889095,40.71518723,0.72873284,0.3312422,0.133159351,58.60731157
LabKpm33,Kancheepuram,Kancheepuram,Thulukkanthandalam,"12°52'53""","79°40'16""",02-07-2019,276,10,32,23.085,16,24,28,5,3.127894,166.7723,0.39,8.3,480,175,0.5263546,0,14.47996,10.13211333,0.565320021,2.548908729,26.91342885,0.52998752,0.193224617,0.109707406,40.99269047
LabKpm34,Kancheepuram,Kancheepuram,Musaravakkam,"12°50'49""","79°39'16""",02-07-2019,396,1,38,24.3,76,3,78,30,4.324556,230.5757,0.44,8.3,730,195,2.368562,0.02760011,45.41871,10.13211333,0.671317525,2.68306182,30.36386844,0.806022687,0.21530743,0.157406278,45.02909752
2404A,Kancheepuram,Kancheepuram,Thiruparuthikundram,"12°49'54""","79°40'51""",02-07-2019,776,6,18,29.16,218,32,135,77,60,359.9,1.35,8.6,1360,165,7.384552,4.601427,69.7306,12.47029333,0.317992512,3.219674184,93.16186909,1.501631307,0.18218321,0.308452706,111.1620963
13166,Kancheepuram,Chenglepet,Muttukkadu,"12°49'00""","80°14'00""",02-07-2019,566,5,74,40.095,63,33,255,24,30,48.8,0.19,8.4,1060,350,1.465582,0,25.90933,10.91150667,1.307302549,4.427052003,13.11167046,1.170389107,0.386449233,0.22497968,31.5393497
13015,Kancheepuram,Tambaram,Madurabakkam,"12°52'07""","80°10'11""",03-07-2019,496,0.05,22,61.965,42,38,156,67,6.485817,173.3151,0.79,8.6,900,310,1.03787,0,20.30862,12.47029333,0.388657515,6.841807641,54.51694561,0.9937266,0.342283607,0.197155338,75.75086965
13232,Kancheepuram,Tambaram,Tambaram,"12°55'50""","80°07'60""",03-07-2019,530,15,42,53.46,43,36,174,27,24,128.1,0.5,8.4,930,325,1.037899,0,20.14152,10.91150667,0.741982528,5.902736004,34.50439596,1.02685082,0.358845717,0.210670018,53.65698771
13236A,Kancheepuram,Alandur,St.thomas Mount,"13°00'14""","80°11'43""",03-07-2019,586,17,48,57.105,38,37,160,86,30,109.8,0.72,8.4,970,355,0.877613,0,17.05132,10.91150667,0.847980032,6.305195277,49.68633018,1.071016447,0.391969937,0.232929492,69.44692803
13237A,Kancheepuram,Alandur,Alandur,"13°00'16""","80°12'48""",03-07-2019,549,3,54,34.02,25,94,142,62,30,189.1,0.48,8.4,900,275,0.6560901,0,12.10156,10.91150667,0.953977536,3.756286548,33.12422012,0.9937266,0.303638683,0.218222339,50.26157849
HP11933,Kancheepuram,Tambaram,Madambakkam.113,"12°54'00""","80°08'52""",03-07-2019,189,0.05,30,24.3,1,2,25,46,2.882167,96.95972,0.25,8.5,360,175,0.03289636,0,1.21116,11.6909,0.52998752,2.68306182,17.25219798,0.39749064,0.193224617,0.075125723,32.8219883
Lab Kpm02,Kancheepuram,Alandur,Anakaputhur,"12°58'06""","80°07'13""",03-07-2019,1012,34,30,127.575,93,37,358,70,42,207.4,0.37,8.6,1700,600,1.65182,0,23.81449,12.47029333,0.52998752,14.08607456,25.53325301,1.877039133,0.6624844,0.402260487,55.56139244
LabKpm01,Kancheepuram,Tambaram,Rajakelpakkam,"12°54'57""","80°09'08""",03-07-2019,728,1,46,70.47,84,37,294,70,30,183,0.5,8.3,1270,405,1.816208,0,28.78234,10.13211333,0.812647531,7.780879278,34.50439596,1.402258647,0.44717697,0.289373157,55.36884487
MWS2,Kancheepuram,Chenglepet,Mambakkam,"12°50'15""","80°10'00""",03-07-2019,612,11,42,68.04,36,37,202,96,36,91.5,0.24,8.4,1020,385,0.7983288,0,15.34138,10.91150667,0.741982528,7.512573096,16.56211006,1.12622348,0.425094157,0.243264247,37.52275423
MWS3,Kancheepuram,Tambaram,Chitlabakkam,"12°52'09""","80°11'23""",03-07-2019,1159,0.05,14,75.33,288,38,496,132,36,158.6,0.53,8.6,2040,345,6.745741,0,61.41854,12.47029333,0.247327509,8.317491642,36.57465972,2.25244696,0.38092853,0.460691605,60.7038393
MWS4,Kancheepuram,Tambaram,Erumpuliyur,"12°55'00""","80°06'31""",03-07-2019,461,2,36,35.235,69,34,152,5,4.610515,195.2639,0.35,8.4,860,235,1.958688,0,35.03394,10.91150667,0.635985024,3.890439639,24.15307717,0.949560973,0.259473057,0.183243167,40.9832857
13185,Kancheepuram,Sholinganallur,Injambakkam,"12°55'00""","80°15'07""",03-07-2019,312,4,38,40.095,1,11,71,54,2.995821,126.8786,0.22,8.4,550,260,0.02698715,0,0.7879195,10.91150667,0.671317525,4.427052003,15.18193422,0.607277367,0.287076573,0.124017067,32.21018142
13206,Kancheepuram,Sholinganallur,Palavakkam,"12°57'45""","80°15'30""",03-07-2019,1012,22,120,25.515,180,18,333,116,24,195.2,0.24,8.5,1640,405,3.893379,0,47.80497,11.6909,2.11995008,2.817214911,16.56211006,1.810790693,0.44717697,0.402260487,35.8504032
13230,Kancheepuram,Sholinganallur,Pallikaranai,"12°56'06""","80°12'25""",03-07-2019,520,2,28,69.255,54,30,177,20,42,183,0.48,8.5,1020,355,1.246986,0,23.0003,11.6909,0.494655019,7.646726187,33.12422012,1.12622348,0.391969937,0.206695112,54.68138985
13231,Kancheepuram,Sholinganallur,Vengivasal,"12°51'00""","80°10'13""",03-07-2019,1040,5,68,77.76,187,38,422,106,0,237.9,0.4,8.2,1890,490,3.676042,0,43.04139,9.35272,1.201305045,8.585797824,27.60351677,2.08682586,0.541028927,0.413390224,49.78458465
13235,Kancheepuram,Alandur, Eass Pallavaram,"12°58'21""","80°09'13""",03-07-2019,780,11,54,60.75,107,38,284,108,30,97.6,0.47,8.4,1330,385,2.372967,0,34.94173,10.91150667,0.953977536,6.70765455,32.4341322,1.468507087,0.425094157,0.310042668,53.21091486
13238m,Kancheepuram,Alandur,Pallavaram,"12°58'04""","80°09'01""",03-07-2019,799,7,30,64.395,167,25,319,17,60,170.8,0.39,8.5,1470,340,3.940647,0,49.41703,11.6909,0.52998752,7.110113823,26.91342885,1.62308678,0.375407827,0.317594989,48.56051979
Lab Kpm03,Kancheepuram,Sholinganallur,Ottiambakkam,"12°51'37""","80°11'29""",03-07-2019,322,0.05,30,37.665,10,38,38,106,2.303809,97.57059,0.55,8.4,600,230,0.286923,0,7.245483,10.91150667,0.52998752,4.158745821,37.95483555,0.6624844,0.253952353,0.127991973,54.59950429
MWS1A,Kancheepuram,Sholinganallur,Nanmangalam,"12°56'30""","80°10'01""",03-07-2019,758,2,46,91.125,78,36,319,61,30,176.9,0.44,8.4,1410,490,1.533177,0,24.04941,10.91150667,0.812647531,10.06148183,30.36386844,1.55683834,0.541028927,0.301297875,54.54866961
MWS5,Kancheepuram,Tambaram,Thiruneermalai,"12°57'33""","80°07'11""",03-07-2019,1189,4,80,131.22,137,37,624,98,18,91.5,0.82,8.3,2170,740,2.191359,0,27.46704,10.13211333,1.413300053,14.48853383,56.58720937,2.395985247,0.817064093,0.472616323,86.30682225
13001A,Kancheepuram,Cheyyur,Vilambur,"12°18'20""","80°00'40""",04-07-2019,629,6,52,40.095,115,16,284,29,24,85.4,0.39,8.4,1130,295,2.91379,0,44.24458,10.91150667,0.918645035,4.427052003,26.91342885,1.247678953,0.325721497,0.250021587,44.99405459
MWW26,Kancheepuram,Uthiramerur,Perunager-2,"12°39'03""","79°38'59""",02-07-2019,815,3,62,49.815,166,19,386,46,36,73.2,0.44,8.5,1510,360,3.807365,0,48.46093,11.6909,1.095307541,5.500276731,30.36386844,1.667252407,0.39749064,0.323954839,51.0390506
HP11956,Kancheepuram,Cheyyur,Puthirankottai,"12°18'30""","79°53'50""",04-07-2019,486,3,48,52.245,44,12,177,70,3.315177,111.5267,0.73,8.5,890,335,1.046095,0,21.46732,11.6909,0.847980032,5.768582913,50.3764181,0.982685193,0.369887123,0.193180432,70.22963379
MWW1,Kancheepuram,Cheyyur,Chennakayapakkam,"12°21'11""","79°51'43""",04-07-2019,498,3,56,51.03,46,13,167,61,4.325533,145.5164,0.7,8.5,930,350,1.069991,0,21.45216,11.6909,0.989310037,5.634429822,48.30615434,1.02685082,0.386449233,0.197950319,68.23204457
MWW11,Kancheepuram,Cheyyur,Vedal,"12°18'03""","79°57'53""",04-07-2019,457,5,32,48.6,55,1,195,39,3.026504,101.8154,0.6,8.5,800,280,1.430204,0,29.85201,11.6909,0.565320021,5.36612364,41.40527515,0.883312533,0.309159387,0.181653204,60.40174394
MWW2,Kancheepuram,Cheyyur,Chittamur Bdo,"12°24'25""","79°53'32""",04-07-2019,503,3,50,2.43,58,11,177,66,18,128.1,0.74,8.3,910,135,2.173256,0.00450688,45.875,10.13211333,0.883312533,0.268306182,51.06650602,1.004768007,0.14905899,0.199937772,63.70400284
MWW3,Kancheepuram,Cheyyur,Chunambedu,"12°15'30""","79°54'00""",04-07-2019,1161,11,188,75.33,94,9,521,101,30,189.1,1.74,8.5,1990,780,1.464912,0,20.54673,11.6909,3.321255125,8.317491642,120.0752979,2.197239927,0.86122972,0.461486587,146.9249009
HP11916,Kancheepuram,Madhuranthagam,Kayappakkam,"12°20'45""","79°51'40""",04-07-2019,472,5,46,37.665,63,2,195,39,3.170841,106.671,0.05,8.5,820,270,1.668494,0,33.47396,11.6909,0.812647531,4.158745821,3.450439596,0.905395347,0.29811798,0.187615563,21.50386184
13005,Kancheepuram,Madurandagam,Sittravadi,"12°28'00""","79°54'50""",04-07-2019,319,5,40,42.525,1,6,92,60,2.593494,87.24839,0.64,8.5,570,275,0.02624078,0,0.7641279,11.6909,0.706650027,4.695358185,44.16562683,0.62936018,0.303638683,0.126799501,62.3183334
13242,Kancheepuram,Cheyyur,Ammanur,"12°22'05""","80°00'10""",04-07-2019,1063,9,134,71.685,130,9,528,96,24,61,1.51,8.3,1850,630,2.254125,0,30.61392,10.13211333,2.367277589,7.915032369,104.2032758,2.042660233,0.69560862,0.422532508,127.7785004
13251,Kancheepuram,Cheyyur,Mugaiyur,"12°24'00""","80°05'50""",04-07-2019,1019,8,130,78.975,114,9,514,86,12,79.3,1.49,8.3,1820,650,1.945993,0,27.28283,10.13211333,2.296612587,8.719950915,102.8231,2.009536013,0.717691433,0.405042921,127.1040472
HP11917,Kancheepuram,Cheyyur,Sengattur . 171,"12°23'20""","80°00'30""",04-07-2019,1037,9,118,93.555,107,9,532,77,30,61,1.51,8.3,1850,680,1.785658,0,25.19665,10.13211333,2.084617579,10.32978801,104.2032758,2.042660233,0.750815653,0.412197752,129.9554684
HP11935,Kancheepuram,Madurandagam,Thennampattu,"12°28'00""","79°55'40""",04-07-2019,735,21,50,37.665,144,2,252,89,24,85.4,0.76,8.5,1190,280,3.745044,0,52.59405,11.6909,0.883312533,4.158745821,52.44668186,1.313927393,0.309159387,0.292155591,71.09488258
MWW15,Kancheepuram,Cheyyur,Pavunjur Bdo,"12°26'45""","80°00'16""",04-07-2019,1046,9,142,76.545,109,10,518,86,12,103.7,1.52,8.3,1840,670,1.832708,0,25.79247,10.13211333,2.508607595,8.451644733,104.8933637,2.031618827,0.739774247,0.415775168,129.1728976
HP11915,Kancheepuram,Madhuranthagam,Chittamur,"12°24'05""","79°53'40""",04-07-2019,626,1,40,55.89,92,16,316,26,12,128.1,0.42,8.5,1100,330,2.203696,0,36.35908,11.6909,0.706650027,6.171042186,28.98369261,1.214554733,0.36436642,0.248829116,49.38003509
Hp11916A,Kancheepuram,Madhuranthagam,Salaiyur,"12°21'31""","79°57'03""",04-07-2019,733,22,50,38.88,144,2,248,77,24,103.7,0.69,8.6,1200,285,3.712023,0,52.1562,12.47029333,0.883312533,4.292898912,47.61606642,1.3249688,0.31468009,0.29136061,67.1935807
MWW14,Kancheepuram,Madhuranthagam,Kattudevadur,"12°23'48""","79°56'15""",04-07-2019,489,5,36,34.02,79,27,174,41,3.60385,121.238,0.61,8.5,810,230,2.266817,0,39.39415,11.6909,0.635985024,3.756286548,42.09536307,0.89435394,0.253952353,0.194372903,59.52121384
KpmMWW7,Kancheepuram,Cheyyur,Kannimangalam,"12°23'49""","79°53'27""",04-07-2019,351,2,24,40.095,32,12,131,24,4.682207,125.1187,0.47,8.6,620,225,0.9282525,0,22.46526,12.47029333,0.423990016,4.427052003,32.4341322,0.684567213,0.24843165,0.139519201,50.82798562
11733,Kancheepuram,Cheyyur,Nedumaram,"12°26'05""","80°05'17""",03-07-2019,334,1,24,34.02,42,11,124,19,4.501846,120.2991,0.46,8.6,610,200,1.292272,0,29.9227,12.47029333,0.423990016,3.756286548,31.74404428,0.673525807,0.220828133,0.13276186,49.42172998
A13015,Kancheepuram,Madhuranthagam,Acharapakkam Sangulam,"12°24'12""","79°48'54""",05-07-2019,610,1,50,51.03,92,16,308,22,18,97.6,0.41,8.4,1110,335,2.187318,0,36.03451,10.91150667,0.883312533,5.634429822,28.29360469,1.22559614,0.369887123,0.242469266,47.56080624
A13023,Kancheepuram,Madhuranthagam,Acharpakkam Mosque,"12°24'22""","79°48'59""",05-07-2019,818,1,52,42.525,188,17,386,58,18,103.7,0.44,8.5,1470,305,4.684616,0,55.60421,11.6909,0.918645035,4.695358185,30.36386844,1.62308678,0.336762903,0.325147311,49.95376866
13243,Kancheepuram,Madhuranthagam,L.endathur,"12°31'04""","79°46'12""",06-07-2019,683,1,46,51.03,135,16,312,46,12,122,0.44,8.3,1280,325,3.258604,0,45.96189,10.13211333,0.812647531,5.634429822,30.36386844,1.413300053,0.358845717,0.27148608,48.98669098
KpmMWW6,Kancheepuram,Madhuranthagam,Ladakaranai,"12°31'12""","79°46'37""",06-07-2019,875,2,54,52.245,216,17,411,34,12,140.3,0.44,8.5,1680,350,5.024246,0,55.84475,11.6909,0.953977536,5.768582913,30.36386844,1.85495632,0.386449233,0.347804275,51.36653872
13003,Kancheepuram,Madhuranthagam,Karusangal,"12°20'05""","79°44'47""",05-07-2019,660,1,50,109.35,29,17,355,29,12,109.8,0.4,8.5,1320,575,0.5262031,0,9.563787,11.6909,0.883312533,12.07377819,27.60351677,1.45746568,0.634880883,0.262343796,54.60619785
HP11936,Kancheepuram,Madurandagam,Orathi,"12°22'50""","79°42'20""",05-07-2019,758,1,56,49.815,151,16,330,72,18,122,0.45,8.5,1390,345,3.53774,0,47.35084,11.6909,0.989310037,5.500276731,31.05395636,1.534755527,0.38092853,0.301297875,51.45142506
HP11955,Kancheepuram,Madurandagam,Velamur [ramapuram],"12°28'40""","79°46'00""",06-07-2019,1078,2,59.2,49.815,278,18,564,46,18,73.2,59,8.5,1920,353,6.439037,0,61.67587,11.6909,1.045842039,5.500276731,4071.518723,2.11995008,0.389761655,0.428494867,4092.693948
11729,Kancheepuram,Madhuranthagam,Padalam,"12°35'31""","79°56'49""",05-07-2019,919,1,40,44.955,248,17,482,31,18,67.1,0.44,8.5,1690,285,6.392454,0,63.76417,11.6909,0.706650027,4.963664367,30.36386844,1.865997727,0.31468009,0.365293861,50.27105452
13098,Kancheepuram,Madhuranthagam,Malaivayavur,"12°35'38""","79°53'37""",05-07-2019,736,1,46,54.675,161,16,362,31,18,85.4,0.43,8.5,1420,340,3.799445,0,49.2932,11.6909,0.812647531,6.036889095,29.67378052,1.567879747,0.375407827,0.292553082,50.4500578
A13013,Kancheepuram,Madhuranthagam,Maduranthakam T.office,"12°30'33""","79°53'08""",05-07-2019,1063,2,62,48.6,285,18,535,46,24,85.4,0.44,8.5,1990,355,6.582647,0,62.13787,11.6909,1.095307541,5.36612364,30.36386844,2.197239927,0.391969937,0.422532508,51.527942
A13241,Kancheepuram,Madhuranthagam,Maduranthagam Rdo Office,"12°29'55""","79°52'30""",05-07-2019,1054,2,52,52.245,283,17,542,29,24,91.5,0.44,8.5,1960,345,6.630172,0,62.68108,11.6909,0.918645035,5.768582913,30.36386844,2.164115707,0.38092853,0.418955092,51.70599572
MWW11A,Kancheepuram,Madhuranthagam,Karunguzhi-IB,"12°32'35""","79°54'15""",05-07-2019,836,1,58,38.88,152,16,319,178,30,79.3,0.43,8.3,1310,305,3.787719,0,50.41389,10.13211333,1.024642539,4.292898912,29.67378052,1.446424273,0.336762903,0.332302142,47.23892463
MWW8,Kancheepuram,Madhuranthagam,Velmaur,"12°28'37""","79°45'56""",05-07-2019,1002,2,46,49.815,258,17,528,34,30,61,0.44,8.5,1800,320,6.276047,0,62.16702,11.6909,0.812647531,5.500276731,30.36386844,1.9874532,0.353325013,0.398285581,51.1067565
