Well No,District,Tahsil / Taluk,Village,Latitude,Longitude,Date of collection,TDS,NO2+NO3,Ca,Mg,Na,K,Cl,SO4,CO3,HCO3,F,pH_GEN,EC_GEN,HAR_Total,SAR,RSC,Na%,WnQn(Ph),WnQn(Ca),WnQn(Mg),WnQn(F),WnQn(Ec),WnQn(Har),WnQn(TDS),WaterQualityIndex
129.0,0,12,130.0,116.0,117.0,36.0,716.0,2.0,18.0,44.955,204.0,5.0,223.0,63.0,0.0,298.9,0.33,7.8,1360.0,230.0,5.852583,0.0,65.25153,6.235146667,0.317992512,4.963664367,22.77290133,1.5016313069999998,0.253952353,0.28460327,36.32989181
71.0,0,12,71.0,65.0,63.0,36.0,975.0,4.0,116.0,91.125,104.0,0.1,393.0,63.0,0.0,359.9,0.23,7.8,1860.0,570.0,1.704509,0.0,24.30345,6.235146667,2.049285077,10.2627114615,15.87202214,2.05370164,0.6293601799999999,0.387553335,38.51083458
16.0,0,12,15.0,14.0,15.0,57.0,209.0,2.0,34.0,25.515,7.0,0.1,32.0,25.0,1.833749,123.087,0.25,8.2,410.0,190.0,0.2210014,0.0,7.420286,9.35272,0.6006525229999999,2.817214911,17.25219798,0.452697673,0.209786727,0.083075535,30.76834535
80.0,0,4,81.0,78.0,79.0,57.0,478.0,10.0,28.0,41.31,108.0,0.1,99.0,45.0,4.2645089999999986,180.6099,1.1749999999999998,8.4,950.0,240.0,3.033435,0.0,49.46579000000001,10.91150667,0.494655019,4.561205094,81.08533050499999,1.048933633,0.26499376,0.190000507,99.67157988375
64.0,0,4,64.0,56.0,70.0,57.0,447.0,2.0,58.0,30.375,71.0,0.1,53.0,29.0,5.8459125000000025,317.3805,0.38,8.4,850.0,270.0,1.880543,0.0,36.39804,10.91150667,1.024642539,3.353827275,26.22334093,0.938519567,0.29811798,0.177678298,42.92763325
77.0,0,4,78.0,74.0,73.0,57.0,250.0,6.0,36.0,24.3,13.0,5.0,35.0,19.0,2.200731,147.72,0.05,8.2,450.0,190.0,0.4104404,0.0,12.59528,9.35272,0.635985024,2.68306182,3.4504395960000003,0.4968633,0.209786727,0.09937265,16.92822912
48.0,0,4,46.0,41.0,40.0,57.0,245.0,6.0,52.0,17.01,7.0,0.1,35.0,16.0,2.200731,147.72,0.05,8.2,430.0,200.0,0.2154425,0.0,7.077998,9.35272,0.918645035,1.878143274,3.4504395960000003,0.474780487,0.220828133,0.097385197,16.39294172
101.0,0,9,102.0,94.0,94.0,57.0,287.0,5.0,28.0,21.87,46.0,4.0,35.0,38.0,3.4571620000000003,146.4173,0.58,8.4,530.0,160.0,1.582589,0.0,37.75139,10.91150667,0.494655019,2.414755638,40.02509931,0.585194553,0.176662507,0.114079802,54.72195350000001
23.0,0,9,22.0,17.0,20.0,57.0,1246.0,11.0,98.0,59.535,273.0,6.0,520.125,100.0,0.0,122.0,0.16,7.9,2180.0,490.0,5.367323000000002,0.0,54.42679,7.0145399999999976,1.731292565,6.573501459,11.04140671,2.407026653,0.541028927,0.495273288,29.8040696
40.0,0,9,39.0,31.0,32.0,57.0,309.0,2.0,44.0,21.87,39.0,4.0,35.0,65.0,3.4571620000000003,146.4173,0.65,8.4,580.0,200.0,1.200221,0.0,29.277790000000003,10.91150667,0.777315029,2.414755638,44.85571475,0.640401587,0.220828133,0.122824595,59.9433464
88.0,0,9,90.0,83.0,85.0,57.0,706.0,7.0,24.0,23.085,219.0,3.0,142.0,121.0,5.8459125000000025,225.7,0.91,8.4,1270.0,155.0,7.654731,0.0,75.00743,10.91150667,0.423990016,2.548908729,62.79800064,1.4022586469999998,0.171141803,0.280628364,78.53643487
100.0,0,9,101.0,93.0,93.0,57.0,336.0,3.0,48.0,25.515,48.0,0.1,71.0,38.0,2.759691,147.1405,0.81,8.3,660.0,225.0,1.392693,0.0,31.70444,10.13211333,0.847980032,2.817214911,55.89712145,0.72873284,0.24843165,0.13355684199999998,70.80515106
126.0,0,11,127.0,112.0,113.0,57.0,1128.0,19.0,12.0,25.515,360.875,0.1,316.0,125.0,5.8459125000000025,231.8,0.18,8.5,1960.0,135.0,8.971248625,0.0,86.23456999999998,11.6909,0.211995008,2.817214911,12.42158255,2.164115707,0.14905899,0.448369397,29.90323656
66.0,0,9,66.0,59.0,58.0,57.0,669.0,9.0,12.0,32.805,176.0,9.0,135.0,113.0,5.8459125000000025,207.4,0.53,8.4,1120.0,165.0,5.961382,0.0,68.45068,10.91150667,0.211995008,3.622133457,36.57465972,1.236637547,0.18218321,0.265921211,53.00503682
85.0,0,9,86.0,58.0,81.0,57.0,1187.0,11.0,86.0,57.105,258.0,0.1,520.125,130.0,0.0,122.0,0.48,8.2,2020.0,450.0,5.2929580000000005,0.0,55.51284,9.35272,1.5192975569999998,6.305195277,33.12422012,2.230364147,0.4968633,0.471821342,53.50048174
87.0,0,9,88.0,81.0,84.0,57.0,899.0,19.5,82.0,48.6,155.0,34.85,191.0,123.0,5.8459125000000025,152.5,0.73,8.5,1580.0,405.0,3.3519660000000004,0.0,42.65698,11.6909,1.448632555,5.36612364,50.3764181,1.744542253,0.44717697,0.357344049,71.43113757
41.0,0,11,37.0,29.0,33.0,57.0,1324.0,19.5,24.0,41.31,329.0,34.85,301.0,140.0,5.8459125000000025,219.6,0.28,8.5,2110.0,230.0,8.971248625,0.0,67.79973000000001,11.6909,0.423990016,4.561205094,19.32246174,2.329736807,0.253952353,0.526277554,39.10852356
83.0,0,9,84.0,72.0,77.0,57.0,381.0,7.0,8.0,49.815,60.0,0.1,39.0,71.0,4.610515,195.2639,0.37,8.4,710.0,225.0,1.740212,0.0,36.70262,10.91150667,0.141330005,5.5002767310000005,25.53325301,0.783939873,0.24843165,0.151443919,43.27018185
107.0,0,9,108.0,101.0,99.0,57.0,756.0,19.5,66.0,30.375,145.0,19.0,117.0,91.0,5.8459125000000025,201.3,0.83,8.4,1260.0,290.0,3.705847,0.0,50.11108,10.91150667,1.1659725440000002,3.353827275,57.27729729,1.39121724,0.320200793,0.300502894,74.7205247
65.0,0,12,65.0,99.0,57.0,57.0,263.0,4.0,26.0,15.795,58.0,0.1,35.0,34.0,1.163592,123.7864,1.1749999999999998,8.0,510.0,130.0,2.2138560000000003,0.0,49.24876,7.793933332999999,0.459322517,1.7439901830000002,81.08533050499999,0.56311174,0.143538287,0.104540028,99.67157988375
117.0,0,12,117.0,99.0,109.0,57.0,542.0,5.0,40.0,38.88,126.0,1.0,99.0,44.0,0.0,341.6,1.1749999999999998,8.1,1070.0,260.0,3.400436,0.0,51.21272,8.573326667,0.706650027,4.292898912,81.08533050499999,1.181430513,0.287076573,0.215439905,99.67157988375
44.0,0,0,42.0,35.0,36.0,53.0,471.0,7.0,74.0,29.16,60.0,0.1,85.0,40.0,5.7638669999999985,244.1105,0.05,8.4,870.0,305.0,1.495318,0.0,29.98142,10.91150667,1.307302549,3.219674184,3.4504395960000003,0.96060238,0.33676290299999995,0.187218073,20.37350635
8.0,0,6,8.0,8.0,8.0,53.0,641.0,4.0,70.0,24.3,138.0,0.1,202.0,55.0,0.0,268.4,0.1,8.0,1150.0,275.0,3.622063,0.0,52.20536,7.793933332999999,1.236637547,2.68306182,6.9008791920000006,1.269761767,0.303638683,0.254791475,20.44270382
2.0,0,0,2.0,7.0,3.0,53.0,384.0,8.0,66.0,18.225,44.0,0.1,60.0,54.0,2.045977,172.8911,0.05,8.1,670.0,240.0,1.236258,0.0,28.52348,8.573326667,1.1659725440000002,2.012296365,3.4504395960000003,0.739774247,0.26499376,0.15263639,16.35943957
5.0,0,6,5.0,4.0,5.0,53.0,1145.0,19.5,92.0,49.815,243.0,25.0,401.0,93.0,0.0,305.0,0.05,8.2,1990.0,435.0,5.07067,0.0,53.11576,9.35272,1.625295061,5.5002767310000005,3.4504395960000003,2.197239927,0.48030119,0.455126737,23.06139924
86.0,0,4,87.0,80.0,82.0,53.0,217.0,3.0,40.0,19.44,25.0,0.1,35.0,24.0,1.168814,98.76824,1.1749999999999998,8.1,470.0,180.0,0.8109934,0.0,23.20674,8.573326667,0.706650027,2.146449456,81.08533050499999,0.5189461129999999,0.19874532,0.08625546,99.67157988375
10.0,0,4,9.0,10.0,10.0,53.0,219.0,4.0,34.0,18.225,23.0,0.1,39.0,20.0,0.814954,109.1453,0.05,7.9,420.0,160.0,0.7913571,0.0,23.8231,7.0145399999999976,0.6006525229999999,2.012296365,3.4504395960000003,0.46373908,0.176662507,0.08705044099999999,13.80538051
79.0,0,4,80.0,77.0,76.0,53.0,716.0,10.0,38.0,19.44,209.0,0.1,216.0,74.0,0.0,231.8,0.31,7.9,1260.0,175.0,6.876005,0.0,72.21021999999998,7.0145399999999976,0.671317525,2.146449456,21.39272549,1.39121724,0.193224617,0.28460327,33.0940776
104.0,0,4,106.0,98.0,98.0,53.0,455.0,3.0,22.0,37.665,111.0,7.0,35.0,31.0,5.8459125000000025,317.3805,1.03,8.4,920.0,210.0,3.332875,0.0,52.45485,10.91150667,0.388657515,4.158745821,71.07905567,1.015809413,0.23186954,0.180858223,87.96650285
35.0,0,4,33.0,25.0,29.0,53.0,288.0,6.0,48.0,20.655,30.0,0.1,57.0,29.0,1.461202,123.4759,0.46,8.1,540.0,205.0,0.9119455,0.0,24.15375,8.573326667,0.847980032,2.280602547,31.74404428,0.59623596,0.226348837,0.114477293,44.38301562
26.0,0,4,25.0,18.0,21.0,53.0,344.0,14.0,52.0,36.45,14.0,0.1,60.0,28.0,1.111408,148.8489,0.24,7.9,620.0,280.0,0.364107,0.0,9.812571,7.0145399999999976,0.918645035,4.02459273,16.56211006,0.684567213,0.309159387,0.136736766,29.65035119
39.0,0,4,38.0,30.0,31.0,53.0,305.0,5.0,60.0,3.645,55.0,0.1,57.0,9.0,1.489528,158.4605,0.7,8.0,570.0,165.0,1.864079,0.0,42.0512,7.793933332999999,1.05997504,0.402459273,48.30615434,0.62936018,0.18218321,0.121234633,58.49530001
119.0,0,4,119.0,108.0,101.0,53.0,663.0,4.0,28.0,47.385,161.0,20.0,131.0,60.0,0.0,396.5,1.1749999999999998,8.1,1280.0,265.0,4.303378,0.0,54.66402,8.573326667,0.494655019,5.231970549,81.08533050499999,1.4133000530000002,0.292597277,0.263536268,99.67157988375
62.0,0,4,62.0,53.0,65.0,53.0,254.0,7.0,40.0,24.3,26.0,2.0,35.0,32.0,1.540163,103.3806,1.02,8.2,520.0,200.0,0.8001133,0.0,21.84167,9.35272,0.706650027,2.68306182,70.38896776,0.574153147,0.220828133,0.100962612,84.02734349
84.0,0,7,85.0,72.0,83.0,53.0,1026.0,2.0,32.0,42.525,308.0,0.1,393.0,121.0,0.0,244.0,0.83,8.2,1850.0,255.0,8.39277,0.0,72.43301,9.35272,0.565320021,4.695358185,57.27729729,2.0426602330000003,0.28155587,0.407825356,74.62273696
89.0,0,0,91.0,84.0,86.0,61.0,500.0,5.0,64.0,26.73,84.0,14.0,57.0,50.0,5.8459125000000025,292.9572,0.35,8.4,940.0,270.0,2.224972,0.0,38.84806,10.91150667,1.130640043,2.951368002,24.15307717,1.037892227,0.29811798,0.1987453,40.68134739
6.0,0,0,6.0,5.0,6.0,61.0,518.0,18.0,72.0,34.02,67.0,0.1,71.0,63.0,0.0,262.3,0.14,8.0,930.0,320.0,1.630106,0.0,31.305,7.793933332999999,1.271970048,3.756286548,9.661230867999999,1.02685082,0.353325013,0.205900131,24.06949676
32.0,0,0,12.0,32.0,23.0,61.0,920.0,19.5,68.0,37.665,209.0,0.1,230.0,76.0,0.0,305.0,0.18,8.2,1560.0,325.0,5.045524,0.0,58.32619,9.35272,1.201305045,4.158745821,12.42158255,1.72245944,0.358845717,0.365691352,29.58134992
61.0,0,0,61.0,52.0,53.0,61.0,590.0,19.5,68.0,32.805,90.0,7.0,106.0,63.0,0.0,207.4,0.16,8.2,1020.0,305.0,2.242884,0.0,38.42988,9.35272,1.201305045,3.622133457,11.04140671,1.12622348,0.33676290299999995,0.234519454,26.91507105
12.0,0,0,11.0,11.0,12.0,61.0,616.0,5.0,106.0,9.72,91.0,29.0,67.0,108.0,0.0,366.0,0.05,8.0,1080.0,305.0,2.268403,0.0,36.68542,7.793933332999999,1.872622571,1.073224728,3.4504395960000003,1.19247192,0.33676290299999995,0.24485421,15.96430926
9.0,0,2,12.0,9.0,9.0,61.0,499.0,13.0,58.0,35.235,70.0,5.0,92.0,50.0,3.154886,211.7659,0.05,8.2,900.0,290.0,1.788925,0.0,33.957390000000004,9.35272,1.024642539,3.890439639,3.4504395960000003,0.9937266,0.320200793,0.198347809,19.23051698
38.0,0,2,36.0,58.0,30.0,61.0,729.0,5.0,62.0,68.04,127.0,0.1,230.0,37.0,0.0,366.0,0.16,8.2,1420.0,435.0,2.649717,0.0,38.8488,9.35272,1.095307541,7.5125730960000014,11.04140671,1.567879747,0.48030119,0.289770647,31.33995893
1.0,0,2,1.0,1.0,1.0,61.0,254.0,1.0,72.0,10.935,2.0,0.1,50.0,32.0,1.000238,133.9601,0.05,7.9,460.0,225.0,0.05804197,0.0,1.898403,7.0145399999999976,1.271970048,1.207377819,3.4504395960000003,0.507904707,0.24843165,0.100962612,13.80162643
53.0,0,2,52.0,46.0,48.0,61.0,345.0,3.0,56.0,15.795,53.0,0.1,35.0,34.0,3.301679,221.6191,0.1,8.2,640.0,205.0,1.611237,0.0,36.00819,9.35272,0.989310037,1.7439901830000002,6.9008791920000006,0.706650027,0.226348837,0.13713425699999998,20.05703253
22.0,0,2,21.0,7.0,19.0,61.0,1094.0,19.5,120.0,47.385,163.0,0.1,202.0,102.0,0.0,494.1,0.4,8.1,1900.0,570.0,2.908611,0.0,37.36217,8.573326667,2.1199500800000006,5.231970549,27.60351677,2.097867267,0.6293601799999999,0.434854716,47.42509977
47.0,0,2,45.0,40.0,39.0,61.0,667.0,19.5,90.0,29.16,104.0,0.1,124.0,69.0,0.0,298.9,0.05,8.2,1140.0,345.0,2.437097,0.0,39.62193,9.35272,1.58996256,3.219674184,3.4504395960000003,1.25872036,0.38092853,0.26512623,19.51757146
37.0,0,2,35.0,72.0,83.0,61.0,579.0,13.0,78.0,57.105,35.0,0.1,89.0,101.0,0.0,323.3,0.13,8.1,1010.0,430.0,0.7345305999999999,0.0,15.04866,8.573326667,1.377967552,6.305195277,8.971142948999999,1.115182073,0.474780487,0.230147057,27.04774206
19.0,0,1,18.0,72.0,83.0,61.0,435.0,4.0,66.0,23.085,69.0,0.1,96.0,47.0,1.768902,188.1811,0.29,8.0,820.0,260.0,1.862538,0.0,36.61392,7.793933332999999,1.1659725440000002,2.548908729,20.01254966,0.905395347,0.287076573,0.172908411,32.88674459
24.0,0,0,23.0,72.0,83.0,61.0,652.0,8.0,46.0,44.955,138.0,0.1,177.0,58.0,0.0,305.0,0.05,8.2,1200.0,300.0,3.4671190000000003,0.0,50.02178,9.35272,0.812647531,4.963664367,3.4504395960000003,1.3249688,0.3312422,0.259163871,20.49484636
55.0,0,0,54.0,49.0,51.0,61.0,1013.0,18.0,72.0,75.33,196.0,0.1,340.0,86.0,0.0,329.4,0.09,8.0,1830.0,490.0,3.85303,0.0,46.53674,7.793933332999999,1.271970048,8.317491642,6.210791273,2.02057742,0.541028927,0.402657978,26.55845062
15.0,0,0,14.0,13.0,14.0,61.0,759.0,16.0,120.0,54.675,90.0,0.1,202.0,53.0,0.0,335.5,0.05,8.0,1440.0,525.0,1.709552,0.0,27.17647,7.793933332999999,2.11995008,6.036889095,3.4504395960000003,1.58996256,0.57967385,0.301695365,21.87254388
11.0,0,10,10.0,23.0,11.0,61.0,263.0,0.1,24.0,12.15,55.0,0.1,35.0,76.0,1.168814,98.76824,0.85,8.1,460.0,110.0,2.282318,0.0,52.09354,8.573326667,0.423990016,1.34153091,58.65747313,0.507904707,0.121455473,0.104540028,69.73022093
110.0,0,9,111.0,72.0,102.0,61.0,1439.5,1.0,120.0,91.125,360.875,28.0,520.125,116.0,0.0,61.0,0.65,7.9,2643.75,570.0,5.444138,0.0,42.3679,7.0145399999999976,2.1199500800000006,10.2627114615,44.85571475,2.9314934705,0.6293601799999999,0.575168897875,79.30042122
91.0,0,10,93.0,86.0,88.0,61.0,656.0,9.0,18.0,36.45,186.0,0.1,152.0,81.0,0.0,286.7,0.29,8.2,1200.0,195.0,5.795486,0.0,67.47305,9.35272,0.317992512,4.02459273,20.01254966,1.3249688,0.21530743,0.260753834,35.50888496
75.0,0,10,76.0,70.0,68.0,61.0,1249.0,19.5,120.0,71.685,209.0,0.1,520.125,106.0,0.0,91.5,0.4,7.9,2180.0,570.0,3.609654,0.0,41.74115,7.0145399999999976,2.1199500800000006,7.915032368999999,27.60351677,2.407026653,0.6293601799999999,0.496465759,48.54032096
102.0,0,10,103.0,95.0,95.0,61.0,310.0,0.1,12.0,25.515,80.0,5.0,28.0,52.0,2.567714,172.35299999999995,1.1749999999999998,8.2,630.0,135.0,2.99581,0.0,55.18141,9.35272,0.211995008,2.817214911,81.08533050499999,0.69560862,0.14905899,0.123222086,99.67157988375
54.0,0,10,53.0,47.0,50.0,61.0,323.0,4.0,48.0,17.01,29.0,14.0,53.0,98.0,0.8764267,74.06062,0.58,8.1,540.0,190.0,0.91572,0.0,23.29654,8.573326667,0.847980032,1.878143274,40.02509931,0.59623596,0.209786727,0.128389464,52.25896143
42.0,0,11,40.0,72.0,29.0,61.0,395.0,1.0,20.0,40.095,76.0,0.1,121.0,27.0,2.567714,172.35299999999995,0.37,8.2,760.0,215.0,2.2552220000000003,0.0,43.4644,9.35272,0.353325013,4.427052003,25.53325301,0.839146907,0.237390243,0.15700878699999998,40.89989596
82.0,0,10,83.0,79.0,65.0,61.0,1439.5,8.0,68.0,63.18,360.875,0.1,520.125,106.0,0.0,134.2,0.51,8.0,2640.0,430.0,8.583093,0.0,67.42519,7.793933332999999,1.201305045,6.975960732000001,35.19448388,2.91493136,0.474780487,0.575168897875,55.15163073
93.0,0,10,97.0,89.0,70.0,61.0,667.0,12.0,28.0,35.235,156.0,4.0,202.0,112.0,0.0,152.5,0.69,8.1,1120.0,215.0,4.629504,0.0,60.6689,8.573326667,0.494655019,3.890439639,47.61606642,1.236637547,0.237390243,0.26512623,62.31364177
59.0,0,10,58.0,32.0,49.0,61.0,434.0,17.0,68.0,24.3,48.0,0.1,60.0,98.0,1.466766,98.45399,1.05,8.2,750.0,270.0,1.2714530000000002,0.0,27.89951,9.35272,1.201305045,2.68306182,72.45923151,0.8281055,0.29811798,0.17251092,86.99505278
122.0,0,10,122.0,110.0,111.0,61.0,592.0,2.0,20.0,52.245,138.0,0.1,170.0,96.0,0.0,213.5,1.14,8.2,1130.0,265.0,3.688374,0.0,53.10944,9.35272,0.353325013,5.768582913,78.67002279,1.247678953,0.292597277,0.235314435,95.92024138
96.0,0,11,104.0,96.0,96.0,61.0,592.0,19.5,32.0,53.46,99.0,16.0,117.0,45.0,0.0,183.0,1.1749999999999998,8.2,1070.0,300.0,2.487036,0.0,40.20203,9.35272,0.565320021,5.9027360039999985,81.08533050499999,1.181430513,0.3312422,0.235314435,99.67157988375
69.0,0,11,68.0,62.0,60.0,61.0,1439.5,19.5,64.0,65.61,360.875,34.85,298.0,100.0,0.0,508.72665000000006,0.91,8.0,2600.0,430.0,7.827458,0.0,62.35548000000001,7.793933332999999,1.130640043,7.244266914,62.79800064,2.8707657330000003,0.474780487,0.575168897875,82.90146822
78.0,0,11,79.0,75.0,74.0,61.0,347.0,4.0,28.0,34.02,71.0,0.1,35.0,24.0,5.187191,219.6872,1.1749999999999998,8.4,730.0,210.0,2.131968,0.0,42.37751,10.91150667,0.494655019,3.756286548,81.08533050499999,0.806022687,0.23186954,0.137929238,99.67157988375
98.0,0,11,99.0,107.0,83.0,61.0,404.0,7.0,16.0,20.655,122.0,0.1,64.0,31.0,5.6245629999999975,189.2173,1.1749999999999998,8.5,780.0,125.0,4.748231,0.0,67.97021,11.6909,0.282660011,2.280602547,81.08533050499999,0.86122972,0.138017583,0.16058620199999998,99.67157988375
95.0,0,11,96.0,91.0,91.0,61.0,654.0,19.5,52.0,32.805,135.0,20.0,85.0,69.0,0.0,317.2,1.1749999999999998,8.2,1170.0,265.0,3.609113,0.0,50.28311,9.35272,0.918645035,3.622133457,81.08533050499999,1.29184458,0.292597277,0.259958852,99.67157988375
105.0,0,11,107.0,72.0,83.0,61.0,798.0,19.5,44.0,26.73,224.0,21.0,96.0,41.0,5.8459125000000025,280.6,1.1749999999999998,8.5,1470.0,220.0,6.572489,0.0,66.39067,11.6909,0.777315029,2.951368002,81.08533050499999,1.62308678,0.242910947,0.317197499,99.67157988375
90.0,0,11,92.0,85.0,87.0,61.0,508.0,6.0,42.0,19.44,138.0,0.1,145.0,46.0,0.0,183.0,0.9,8.0,970.0,185.0,4.415819,0.0,61.87732,7.793933332999999,0.741982528,2.146449456,62.10791273,1.071016447,0.204266023,0.201925225,74.26748574
128.0,0,11,129.0,107.0,83.0,61.0,604.0,13.0,16.0,37.665,137.0,34.85,82.0,39.0,5.8459125000000025,250.1,1.06,8.4,1080.0,195.0,4.268626,0.0,55.16038,10.91150667,0.282660011,4.158745821,73.14931943,1.19247192,0.21530743,0.240084322,90.1500956
130.0,0,11,131.0,117.0,118.0,61.0,432.0,10.0,24.0,25.515,110.0,1.0,106.0,29.0,2.200731,147.72,0.92,8.2,810.0,165.0,3.726437,0.0,59.01538000000001,9.35272,0.423990016,2.817214911,63.48808856,0.89435394,0.18218321,0.17171593899999998,77.33026658
57.0,0,11,56.0,27.0,78.0,61.0,590.0,12.0,80.0,20.655,101.0,34.85,117.0,42.0,5.8459125000000025,164.7,1.1749999999999998,8.4,1110.0,285.0,2.604151,0.0,39.64027,10.91150667,1.4133000530000002,2.280602547,81.08533050499999,1.22559614,0.31468009,0.234519454,99.67157988375
106.0,0,11,104.0,96.0,96.0,61.0,479.0,2.0,40.0,37.665,106.0,0.1,142.0,53.0,3.4571620000000003,146.4173,1.05,8.4,970.0,255.0,2.8886130000000003,0.0,47.48999,10.91150667,0.706650027,4.158745821,72.45923151,1.071016447,0.28155587,0.190397997,89.77910434
74.0,0,11,75.0,69.0,101.0,61.0,395.0,7.0,64.0,13.365,73.0,0.1,60.0,33.0,4.610515,195.2639,0.96,8.4,750.0,215.0,2.167138,0.0,42.49863,10.91150667,1.130640043,1.475684001,66.24844024,0.8281055,0.237390243,0.15700878699999998,80.98877548
70.0,0,11,69.0,63.0,61.0,61.0,580.0,9.0,18.0,36.45,153.0,10.0,106.0,35.0,5.8459125000000025,244.0,0.093,8.4,1080.0,195.0,4.7672550000000005,0.0,61.57269,10.91150667,0.317992512,4.02459273,6.417817648,1.19247192,0.21530743,0.230544548,23.31023345
34.0,0,7,32.0,24.0,26.0,61.0,1030.0,9.0,30.0,57.105,258.0,34.85,432.0,52.0,0.0,244.0,0.72,8.1,1840.0,310.0,6.3758370000000015,0.0,60.938,8.573326667,0.52998752,6.305195277,49.68633018,2.031618827,0.34228360700000005,0.409415318,67.8781574
45.0,0,11,43.0,38.0,37.0,55.0,849.0,19.5,28.0,40.095,218.0,12.0,284.0,63.0,0.0,213.5,0.7,8.2,1450.0,235.0,6.187874,0.0,65.45929,9.35272,0.494655019,4.427052003,48.30615434,1.6010039669999998,0.259473057,0.337469519,64.77852791
73.0,0,11,74.0,67.0,66.0,55.0,1164.0,13.0,32.0,91.125,253.0,0.1,461.0,87.0,5.8459125000000025,219.6,0.23,8.4,2110.0,505.0,4.898267,0.0,52.14927,10.91150667,0.565320021,10.2627114615,15.87202214,2.329736807,0.557591037,0.462679058,42.10186847
17.0,0,7,16.0,15.0,16.0,55.0,532.0,18.0,40.0,17.01,125.0,22.0,82.0,56.0,0.0,219.6,1.0,8.1,940.0,170.0,4.172642,0.0,57.86836,8.573326667,0.706650027,1.878143274,69.00879192,1.037892227,0.187703913,0.211464999,81.60397302
67.0,0,12,67.0,60.0,59.0,55.0,241.0,2.0,30.0,17.01,32.0,1.0,50.0,23.0,1.51968,128.4174,0.09,8.1,430.0,145.0,1.1565530000000002,0.0,32.26249,8.573326667,0.52998752,1.878143274,6.210791273,0.474780487,0.160100397,0.095795235,17.92292485
108.0,0,7,109.0,102.0,100.0,55.0,606.0,1.0,28.0,24.3,186.0,0.1,121.0,54.0,0.0,378.2,1.1749999999999998,7.9,1150.0,170.0,6.207964,0.0,70.41356999999998,7.0145399999999976,0.494655019,2.68306182,81.08533050499999,1.269761767,0.187703913,0.240879304,94.70115212
43.0,0,7,41.0,33.0,34.0,55.0,511.0,3.0,40.0,36.45,90.0,34.85,106.0,35.0,0.0,305.0,0.88,7.9,990.0,250.0,2.477017,0.0,39.61414,7.0145399999999976,0.706650027,4.02459273,60.72773689,1.09309926,0.276035167,0.203117697,74.04577177
27.0,0,7,26.0,72.0,83.0,55.0,153.0,3.0,42.0,6.075,5.0,0.1,18.0,8.0,1.466766,98.45399,0.49,8.2,280.0,130.0,0.1908994,0.0,7.723396000000001,9.35272,0.741982528,0.670765455,33.81430804,0.309159387,0.143538287,0.060816062,45.09328976
118.0,0,7,118.0,72.0,83.0,55.0,338.0,4.0,32.0,34.02,62.0,0.1,103.0,40.0,0.7445314000000001,79.20546999999998,1.1749999999999998,8.0,710.0,220.0,1.818961,0.0,38.00628,7.793933332999999,0.565320021,3.756286548,81.08533050499999,0.783939873,0.242910947,0.134351823,99.67157988375
28.0,0,4,27.0,72.0,83.0,55.0,176.0,2.0,16.0,27.945,9.0,0.1,14.0,9.0,3.4571620000000003,146.4173,0.05,8.4,350.0,155.0,0.3145437,0.0,11.21056,10.91150667,0.282660011,3.085521093,3.4504395960000003,0.386449233,0.171141803,0.06995834599999999,18.35767675
4.0,0,4,4.0,72.0,83.0,55.0,229.0,3.0,32.0,17.01,21.0,0.1,39.0,30.0,0.7368180000000001,124.2316,0.1,7.8,390.0,150.0,0.7462409999999999,0.0,23.34583,6.235146667,0.565320021,1.878143274,6.9008791920000006,0.43061486,0.1656211,0.091025347,16.26675046
36.0,0,12,34.0,26.0,27.0,65.0,792.0,8.0,78.0,82.62,90.0,0.1,376.0,47.0,0.0,164.7,0.08,8.1,1460.0,535.0,1.6932029999999998,0.0,26.79788,8.573326667,1.377967552,9.122410188,5.520703352999999,1.6120453730000002,0.590715257,0.314812555,27.11198095
120.0,0,12,120.0,109.0,78.0,65.0,530.0,0.1,22.0,49.815,122.0,0.1,149.0,65.0,0.0,244.0,1.1749999999999998,8.2,1050.0,260.0,3.292004,0.0,50.50956,9.35272,0.388657515,5.5002767310000005,81.08533050499999,1.1593477,0.287076573,0.210670018,99.67157988375
3.0,0,6,3.0,3.0,4.0,65.0,393.0,2.0,42.0,38.88,36.0,33.0,53.0,44.0,2.630753,222.3063,0.94,8.1,770.0,265.0,0.9623534,0.0,20.32253,8.573326667,0.741982528,4.292898912,64.8682644,0.850188313,0.292597277,0.15621380599999998,79.7754719
20.0,0,9,19.0,12.0,18.0,65.0,231.0,1.0,34.0,23.085,23.0,0.1,35.0,35.0,1.461202,123.4759,0.89,8.1,460.0,180.0,0.7460613,0.0,21.75168,8.573326667,0.6006525229999999,2.548908729,61.41782481,0.507904707,0.19874532,0.091820329,73.93918308
29.0,0,9,28.0,19.0,22.0,65.0,716.0,19.0,58.0,47.385,147.0,0.1,156.0,48.0,5.8459125000000025,231.8,0.8,8.4,1320.0,340.0,3.469317,0.0,48.47573,10.91150667,1.024642539,5.231970549,55.20703353,1.45746568,0.375407827,0.28460327,74.49263006
51.0,0,6,49.0,43.0,44.0,65.0,266.0,2.0,48.0,18.225,25.0,0.1,35.0,40.0,1.396404,148.5536,0.83,8.0,500.0,195.0,0.7792167,0.0,21.81362,7.793933332999999,0.847980032,2.012296365,57.27729729,0.552070333,0.21530743,0.1057325,68.80461728
